org_key,year,event_key,match_key,match_number,time,alliance,team_key,startingPosition,autofuel,AutoSetsOfFuel,Autofuelpassed,AutoPassingSetsOfFuel,AutoClimb,SingleFuel,SetsOfFuel,fuelpassed,PassingSetsOfFuel,PassfuelNeutral,PassfuelOpposing,Defense,climbingStartTime,climbingStopTime,Climb,diedDuringMatch,recoveredFromFreeze,autoclimb,totalEndgamePoints,totalAutoPoints,totalTeleopPoints,contributedPoints,totalAutofuelscored,totalTeleopfuelscored,totalfuelscored,TotalAutofuelPassed,TotalTeleopfuelPassed,Totalfuelpassed,ClimbTime,Reliability
steelcity,2026,2026ohmv,2026ohmv_qm8,8,4/3/2026 1:53:00 PM,blue,frc451,"Middle","2","1","0","0","Did not climb","0","0","0","0","0","0","1","0","0","Did not climb","0","0","0","0","7","0","7","7","0","7","0","0","0","0","1"
steelcity,2026,2026ohmv,2026ohmv_qm8,8,4/3/2026 1:53:00 PM,blue,frc1038,"Outpost Side","0","5","0","0","Did not climb","2","14","2","0","0","0","0","0","0","Did not climb","0","0","0","0","25","72","97","25","72","97","0","2","2","0","1"
steelcity,2026,2026ohmv,2026ohmv_qm8,8,4/3/2026 1:53:00 PM,red,frc3504,"Outpost Side","3","1","0","0","Did not climb","4","10","3","4","1","0","0","0","0","Did not climb","0","0","0","0","8","54","62","8","54","62","0","23","23","0","1"
steelcity,2026,2026ohmv,2026ohmv_qm8,8,4/3/2026 1:53:00 PM,blue,frc117,"Outpost Side","0","2","0","0","Did not climb","3","25","0","0","1","0","0","0","0","Did not climb","0","0","0","0","10","128","138","10","128","138","0","0","0","0","1"
steelcity,2026,2026ohmv,2026ohmv_qm8,8,4/3/2026 1:53:00 PM,red,frc5811,"Depot Side","9","22","0","0","Did not climb","0","0","0","0","0","0","0","0","0","Did not climb","0","0","0","0","119","0","119","119","0","119","0","0","0","0","1"
steelcity,2026,2026ohmv,2026ohmv_qm9,9,4/3/2026 2:02:00 PM,blue,frc432,"Middle","2","0","0","0","Did not climb","5","1","0","0","1","0","0","0","0","Did not climb","0","0","0","0","2","10","12","2","10","12","0","0","0","0","1"
steelcity,2026,2026ohmv,2026ohmv_qm9,9,4/3/2026 2:02:00 PM,red,frc3814,"Depot Side","1","2","0","0","Did not climb","7","3","0","0","0","0","0","0","0","Did not climb","0","0","0","0","11","22","33","11","22","33","0","0","0","0","1"
steelcity,2026,2026ohmv,2026ohmv_qm9,9,4/3/2026 2:02:00 PM,red,frc3484,"Outpost Side","3","0","0","0","Did not climb","2","2","0","3","1","0","0","0","0","Did not climb","0","0","0","0","3","12","15","3","12","15","0","15","15","0","1"
steelcity,2026,2026ohmv,2026ohmv_qm9,9,4/3/2026 2:02:00 PM,blue,frc379,"Depot Side","0","0","0","0","Did not climb","7","0","0","0","0","0","0","0","0","Did not climb","0","0","0","0","0","7","7","0","7","7","0","0","0","0","1"
steelcity,2026,2026ohmv,2026ohmv_qm9,9,4/3/2026 2:02:00 PM,red,frc1736,"Middle","1","0","0","0","Did not climb","25","0","0","0","0","0","0","0","0","Did not climb","0","0","0","0","1","25","26","1","25","26","0","0","0","0","1"
steelcity,2026,2026ohmv,2026ohmv_qm9,9,4/3/2026 2:02:00 PM,blue,frc9152,"Outpost Side","0","0","0","0","Did not climb","0","0","0","0","0","0","1","0","0","Did not climb","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
steelcity,2026,2026ohmv,2026ohmv_qm10,10,4/3/2026 2:11:00 PM,blue,frc3138,"Depot Side","0","2","0","0","Did not climb","3","13","0","0","0","0","0","0","0","Did not climb","0","0","0","0","10","68","78","10","68","78","0","0","0","0","1"
steelcity,2026,2026ohmv,2026ohmv_qm10,10,4/3/2026 2:11:00 PM,blue,frc6237,"Outpost Side","0","4","0","0","Did not climb","10","13","0","0","0","0","0","0","0","Did not climb","0","0","0","0","20","75","95","20","75","95","0","0","0","0","1"
steelcity,2026,2026ohmv,2026ohmv_qm10,10,4/3/2026 2:11:00 PM,red,frc9097,"Middle","0","0","0","0","Did not climb","0","0","0","0","0","0","0","0","0","Did not climb","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
steelcity,2026,2026ohmv,2026ohmv_qm10,10,4/3/2026 2:11:00 PM,red,frc325,"Depot Side","3","3","0","0","Did not climb","0","0","0","0","0","0","0","0","0","Did not climb","1","0","0","0","18","0","18","18","0","18","0","0","0","0","0"
steelcity,2026,2026ohmv,2026ohmv_qm10,10,4/3/2026 2:11:00 PM,red,frc2399,"Outpost Side","0","0","0","0","Did not climb","2","22","0","0","1","0","0","0","0","Did not climb","0","0","0","0","0","112","112","0","112","112","0","0","0","0","1"
steelcity,2026,2026ohmv,2026ohmv_qm10,10,4/3/2026 2:11:00 PM,blue,frc4601,"Middle","0","0","0","0","Did not climb","0","0","3","5","0","0","0","0","0","Did not climb","0","0","0","0","0","0","0","0","0","0","0","28","28","0","1"
steelcity,2026,2026ohmv,2026ohmv_qm11,11,4/3/2026 2:20:00 PM,red,frc2614,"Middle","1","3","0","0","L1","3","13","0","0","0","0","0","0","0","Did not climb","0","0","15","0","31","68","99","16","68","84","0","0","0","0","1"
steelcity,2026,2026ohmv,2026ohmv_qm11,11,4/3/2026 2:20:00 PM,blue,frc578,"Depot Side","0","0","0","0","Did not climb","4","0","0","0","1","0","0","0","0","Did not climb","0","0","0","0","0","4","4","0","4","4","0","0","0","0","1"
steelcity,2026,2026ohmv,2026ohmv_qm11,11,4/3/2026 2:20:00 PM,blue,frc3324,"Outpost Side","0","0","0","0","Did not climb","10","7","0","0","0","0","0","0","0","Did not climb","0","0","0","0","0","45","45","0","45","45","0","0","0","0","1"
steelcity,2026,2026ohmv,2026ohmv_qm11,11,4/3/2026 2:20:00 PM,blue,frc8145,"Middle","4","0","0","0","Did not climb","10","1","12","5","1","0","1","0","0","Did not climb","0","0","0","0","4","15","19","4","15","19","0","37","37","0","1"
steelcity,2026,2026ohmv,2026ohmv_qm11,11,4/3/2026 2:20:00 PM,red,frc2172,"Outpost Side","4","0","0","0","Did not climb","3","18","3","2","1","0","0","0","0","Did not climb","0","0","0","0","4","93","97","4","93","97","0","13","13","0","1"
steelcity,2026,2026ohmv,2026ohmv_qm11,11,4/3/2026 2:20:00 PM,red,frc10011,"Depot Side","0","2","0","0","Did not climb","7","12","0","6","1","0","0","0","0","Did not climb","0","0","0","0","10","67","77","10","67","77","0","30","30","0","1"
steelcity,2026,2026ohmv,2026ohmv_qm12,12,4/3/2026 2:29:00 PM,red,frc4611,"Outpost Side","4","5","0","0","Did not climb","6","35","1","2","1","0","0","0","0","Did not climb","0","0","0","0","29","181","210","29","181","210","0","11","11","0","1"
steelcity,2026,2026ohmv,2026ohmv_qm12,12,4/3/2026 2:29:00 PM,blue,frc9139,"Middle","0","0","0","0","Did not climb","0","0","16","0","1","0","0","0","0","Did not climb","0","0","0","0","0","0","0","0","0","0","0","16","16","0","1"
steelcity,2026,2026ohmv,2026ohmv_qm12,12,4/3/2026 2:29:00 PM,blue,frc4085,"Outpost Side","0","0","0","0","Did not climb","8","4","0","0","0","0","0","0","0","Did not climb","0","0","0","0","0","28","28","0","28","28","0","0","0","0","1"
steelcity,2026,2026ohmv,2026ohmv_qm12,12,4/3/2026 2:29:00 PM,blue,frc2010,"Depot Side","4","0","0","0","Did not climb","4","0","0","0","0","0","1","0","0","Did not climb","0","0","0","0","4","4","8","4","4","8","0","0","0","0","1"
steelcity,2026,2026ohmv,2026ohmv_qm12,12,4/3/2026 2:29:00 PM,red,frc9075,"Middle","2","1","0","0","Did not climb","6","0","14","11","0","0","0","15","10","L1","0","0","0","10","7","6","23","7","6","13","0","69","69","5","1"
steelcity,2026,2026ohmv,2026ohmv_qm12,12,4/3/2026 2:29:00 PM,red,frc5667,"Depot Side","0","1","0","0","Did not climb","0","16","0","0","0","0","0","0","0","Did not climb","0","0","0","0","5","80","85","5","80","85","0","0","0","0","1"
steelcity,2026,2026ohmv,2026ohmv_qm13,13,4/3/2026 2:38:00 PM,blue,frc1014,"Depot Side","0","1","0","0","Did not climb","31","0","0","0","0","0","1","0","0","Did not climb","0","0","0","0","5","31","36","5","31","36","0","0","0","0","1"
steelcity,2026,2026ohmv,2026ohmv_qm13,13,4/3/2026 2:38:00 PM,blue,frc6302,"Middle","1","0","0","0","Did not climb","3","1","0","1","1","0","0","0","0","Did not climb","0","0","0","0","1","8","9","1","8","9","0","5","5","0","1"
steelcity,2026,2026ohmv,2026ohmv_qm13,13,4/3/2026 2:38:00 PM,red,frc2228,"Not There","0","1","0","0","Did not climb","8","22","6","8","1","0","0","0","0","Did not climb","0","0","0","0","5","118","123","5","118","123","0","46","46","0","1"
steelcity,2026,2026ohmv,2026ohmv_qm13,13,4/3/2026 2:38:00 PM,red,frc554,"Not There","0","3","0","0","Did not climb","0","5","0","6","1","0","1","0","0","Did not climb","0","0","0","0","15","25","40","15","25","40","0","30","30","0","1"
steelcity,2026,2026ohmv,2026ohmv_qm13,13,4/3/2026 2:38:00 PM,red,frc1756,"Depot Side","0","0","3","0","Did not climb","21","9","3","7","1","0","0","0","0","Did not climb","0","0","0","0","0","66","66","0","66","66","3","38","41","0","1"
steelcity,2026,2026ohmv,2026ohmv_qm13,13,4/3/2026 2:38:00 PM,blue,frc3504,"Outpost Side","7","0","0","0","Did not climb","12","4","4","1","0","0","1","0","0","Did not climb","0","0","0","0","7","32","39","7","32","39","0","9","9","0","1"
steelcity,2026,2026ohmv,2026ohmv_qm14,14,4/3/2026 2:47:00 PM,red,frc117,"Outpost Side","22","0","0","0","Did not climb","92","0","0","0","0","0","1","0","0","Did not climb","0","0","0","0","22","92","114","22","92","114","0","0","0","0","1"
steelcity,2026,2026ohmv,2026ohmv_qm14,14,4/3/2026 2:47:00 PM,blue,frc1038,"Depot Side","0","2","0","0","Did not climb","0","8","0","0","0","0","0","0","0","Did not climb","0","0","0","0","10","40","50","10","40","50","0","0","0","0","1"
steelcity,2026,2026ohmv,2026ohmv_qm14,14,4/3/2026 2:47:00 PM,red,frc2338,"Outpost Side","3","5","0","0","Did not climb","6","13","0","0","0","0","0","0","0","Did not climb","0","0","0","0","28","71","99","28","71","99","0","0","0","0","1"
steelcity,2026,2026ohmv,2026ohmv_qm14,14,4/3/2026 2:47:00 PM,blue,frc144,"Outpost Side","0","0","0","0","Did not climb","8","1","7","5","1","1","1","0","0","Did not climb","0","0","0","0","0","13","13","0","13","13","0","32","32","0","1"
steelcity,2026,2026ohmv,2026ohmv_qm14,14,4/3/2026 2:47:00 PM,blue,frc4096,"Outpost Side","7","7","0","0","Did not climb","6","53","0","0","0","0","0","0","0","Did not climb","0","0","0","0","42","271","313","42","271","313","0","0","0","0","1"
steelcity,2026,2026ohmv,2026ohmv_qm14,14,4/3/2026 2:47:00 PM,red,frc9152,"Middle","0","0","0","0","Did not climb","0","0","0","0","0","1","1","0","0","Did not climb","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
steelcity,2026,2026ohmv,2026ohmv_qm15,15,4/3/2026 2:56:00 PM,blue,frc3484,"Outpost Side","0","1","0","0","Did not climb","19","2","0","0","0","0","0","0","0","Did not climb","0","0","0","0","5","29","34","5","29","34","0","0","0","0","1"
steelcity,2026,2026ohmv,2026ohmv_qm15,15,4/3/2026 2:56:00 PM,blue,frc6964,"Depot Side","4","1","0","0","Did not climb","0","0","0","0","0","0","0","0","0","Did not climb","1","0","0","0","9","0","9","9","0","9","0","0","0","0","0"
steelcity,2026,2026ohmv,2026ohmv_qm15,15,4/3/2026 2:56:00 PM,blue,frc8243,"Middle","0","3","0","0","Did not climb","7","5","0","0","0","0","1","0","0","Did not climb","0","0","0","0","15","32","47","15","32","47","0","0","0","0","1"
steelcity,2026,2026ohmv,2026ohmv_qm15,15,4/3/2026 2:56:00 PM,red,frc5811,"Outpost Side","5","0","0","0","Did not climb","56","0","8","0","1","0","0","0","0","Did not climb","0","0","0","0","5","56","61","5","56","61","0","8","8","0","1"
steelcity,2026,2026ohmv,2026ohmv_qm15,15,4/3/2026 2:56:00 PM,red,frc4028,"Depot Side","0","5","0","0","Did not climb","2","33","0","5","1","1","0","0","0","Did not climb","0","0","0","0","25","167","192","25","167","192","0","25","25","0","1"
steelcity,2026,2026ohmv,2026ohmv_qm15,15,4/3/2026 2:56:00 PM,red,frc677,"Middle","0","0","0","0","Did not climb","0","0","0","0","0","0","0","5","0","Did not climb","0","0","0","0","0","0","0","0","0","0","0","0","0","5","1"
steelcity,2026,2026ohmv,2026ohmv_qm16,16,4/3/2026 3:05:00 PM,blue,frc1787,"Depot Side","3","9","0","0","Did not climb","13","29","0","13","0","0","1","0","0","Did not climb","0","0","0","0","48","158","206","48","158","206","0","65","65","0","1"
steelcity,2026,2026ohmv,2026ohmv_qm16,16,4/3/2026 3:05:00 PM,blue,frc10208,"Outpost Side","0","0","0","0","Did not climb","0","0","0","5","1","1","1","12","2","L1","0","0","0","10","0","0","10","0","0","0","0","25","25","10","1"
steelcity,2026,2026ohmv,2026ohmv_qm16,16,4/3/2026 3:05:00 PM,red,frc451,"Middle","0","0","0","0","Did not climb","0","0","0","0","0","0","1","0","0","Did not climb","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
steelcity,2026,2026ohmv,2026ohmv_qm16,16,4/3/2026 3:05:00 PM,blue,frc10987,"Middle","0","0","0","0","Did not climb","0","0","4","0","0","0","1","0","0","Did not climb","1","1","0","0","0","0","0","0","0","0","0","4","4","0","0.5"
steelcity,2026,2026ohmv,2026ohmv_qm16,16,4/3/2026 3:05:00 PM,red,frc695,"Outpost Side","35","0","0","0","Did not climb","85","0","26","0","1","0","0","0","0","Did not climb","0","0","0","0","35","85","120","35","85","120","0","26","26","0","1"
steelcity,2026,2026ohmv,2026ohmv_qm16,16,4/3/2026 3:05:00 PM,red,frc4145,"Depot Side","0","4","0","0","Did not climb","0","4","0","0","1","0","0","0","0","Did not climb","0","0","0","0","20","20","40","20","20","40","0","0","0","0","1"
steelcity,2026,2026ohmv,2026ohmv_qm17,17,4/3/2026 3:14:00 PM,red,frc2252,"Outpost Side","2","4","0","1","Did not climb","4","7","3","8","1","0","0","0","0","Did not climb","0","0","0","0","22","39","61","22","39","61","5","43","48","0","1"
steelcity,2026,2026ohmv,2026ohmv_qm17,17,4/3/2026 3:14:00 PM,blue,frc9139,"Middle","0","0","0","0","Did not climb","0","0","0","0","0","0","0","0","0","Did not climb","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
steelcity,2026,2026ohmv,2026ohmv_qm17,17,4/3/2026 3:14:00 PM,red,frc2172,"Middle","0","1","0","0","Did not climb","3","2","3","5","1","0","0","0","0","Did not climb","0","0","0","0","5","13","18","5","13","18","0","28","28","0","1"
steelcity,2026,2026ohmv,2026ohmv_qm17,17,4/3/2026 3:14:00 PM,blue,frc4467,"Outpost Side","0","0","0","0","Did not climb","5","1","0","0","0","0","0","0","0","Did not climb","0","0","0","0","0","10","10","0","10","10","0","0","0","0","1"
steelcity,2026,2026ohmv,2026ohmv_qm17,17,4/3/2026 3:14:00 PM,blue,frc2603,"Outpost Side","15","0","0","0","Did not climb","57","12","0","0","0","0","0","0","0","Did not climb","0","0","0","0","15","117","132","15","117","132","0","0","0","0","1"
steelcity,2026,2026ohmv,2026ohmv_qm18,18,4/3/2026 3:23:00 PM,red,frc9097,"Middle","0","0","0","0","Did not climb","0","0","4","3","1","0","1","0","0","Did not climb","0","0","0","0","0","0","0","0","0","0","0","19","19","0","1"
steelcity,2026,2026ohmv,2026ohmv_qm18,18,4/3/2026 3:23:00 PM,red,frc6237,"Outpost Side","0","4","0","1","Did not climb","0","29","0","1","1","0","0","0","0","Did not climb","0","0","0","0","20","145","165","20","145","165","5","5","10","0","1"
steelcity,2026,2026ohmv,2026ohmv_qm18,18,4/3/2026 3:23:00 PM,blue,frc554,"Not There","0","2","0","0","Did not climb","51","10","0","0","0","0","0","0","0","Did not climb","0","0","0","0","10","101","111","10","101","111","0","0","0","0","1"
steelcity,2026,2026ohmv,2026ohmv_qm18,18,4/3/2026 3:23:00 PM,blue,frc379,"Depot Side","0","0","0","3","Did not climb","0","0","4","2","0","0","1","0","0","Did not climb","0","0","0","0","0","0","0","0","0","0","15","14","29","0","1"
